tier	file	line	kind	name	attrs	boneyard_refs	orphan_module
SURVIVOR	FormalSystem/Metalogic/Decidability/BiLasso/Annotation.lean	135	theorem	default_finset		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/BiLasso/Basic.lean	108	theorem	cyc_reduce		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/BiLasso/Check.lean	181	theorem	check_eq_checkAt		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/BiLasso/Enumerate.lean	225	theorem	mem_rawLabels_spec		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/BiLasso/Examples.lean	373	theorem	fulfilling_not_implied_by_localCoherent		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/BiLasso/Examples.lean	386	theorem	boxOracle_false_not_sound		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/BiLasso/Examples.lean	428	theorem	posAnnot_mem_boundedAnnots		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/BiLasso/Extend.lean	111	theorem	unroll_mid		0	orphan
SURVIVOR	FormalSystem/Metalogic/Decidability/BiLasso/Orbit.lean	149	theorem	iterSucc_add		0	orphan
SURVIVOR	FormalSystem/Metalogic/Decidability/BiLasso/Orbit.lean	156	theorem	iterPred_add		0	orphan
SURVIVOR	FormalSystem/Metalogic/Decidability/BiLasso/Orbit.lean	273	theorem	fwdCycle_length_le		0	orphan
SURVIVOR	FormalSystem/Metalogic/Decidability/BiLasso/Orbit.lean	278	theorem	bwdCycle_length_le		0	orphan
SURVIVOR	FormalSystem/Metalogic/Decidability/BiLasso/Realized.lean	170	theorem	datum_eq_pigeonDatum		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/BiLasso/Realized.lean	189	theorem	realizedStep_datum		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Closure.lean	154	structure	OpenBranch		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Closure.lean	173	def	classifyBranch		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Closure.lean	188	theorem	hasNeg_mono		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Closure.lean	199	theorem	hasPos_mono		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Closure.lean	221	theorem	hasPosAt_mono		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Closure.lean	232	theorem	hasBotPos_mono		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Closure.lean	304	theorem	closed_extend_closed		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Closure.lean	351	theorem	add_neg_causes_closure		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Closure.lean	396	def	countPotentialContradictions		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Closure.lean	402	def	countNegatedAxioms		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Correctness.lean	76	theorem	decide_sound'		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Correctness.lean	124	theorem	decide_isValid_sound		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Correctness.lean	157	theorem	isValid_validDense		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Correctness.lean	164	theorem	isValid_validZTime		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Correctness.lean	171	theorem	isValid_validRTime		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Correctness.lean	179	theorem	decideBlocking_isValid_sound		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Correctness.lean	187	theorem	decideAuto_isValid_sound		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Correctness.lean	275	theorem	isKnownValid_of_extractionFailed		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Correctness.lean	323	theorem	fmp_incompleteness_witness		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Correctness.lean	332	theorem	countermodel_size_bound		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/CountermodelExtraction.lean	148	def	extractCountermodelFromTableau		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/CountermodelExtraction.lean	210	def	isTimeOrderedAfter		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/CountermodelExtraction.lean	232	def	timesBetween		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/CountermodelExtraction.lean	351	theorem	valuation_reflects_pos		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/CountermodelExtraction.lean	363	theorem	valuation_reflects_neg		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/CountermodelExtraction.lean	400	theorem	expanded_iff_no_applicable		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/CountermodelExtraction.lean	935	def	findSemanticCountermodel		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/CountermodelExtraction.lean	949	def	extractCountermodelsFromTableau		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/DecisionProcedure.lean	419	def	decideBatch		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/DecisionProcedure.lean	476	def	isContingent		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/DecisionProcedure.lean	581	def	decideAutoWithTrace		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/ClosureMCS.lean	119	theorem	full_mcs_projection_consistent		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/ClosureMCS.lean	145	theorem	closure_mcs_formula_decided		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/ClosureMCS.lean	236	theorem	closure_mcs_exists_from_consistent_formula		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/ClosureMCS.lean	245	theorem	closure_mcs_exists_containing		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/ClosureMCS.lean	268	theorem	closure_mcs_finite_bound		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/ClosureMCS.lean	278	theorem	closure_mcs_card_bound		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/FMP.lean	168	structure	BundledFilteredFrame		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/Filtration.lean	109	def	MCSFiltrationSetoid		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/Filtration.lean	419	theorem	filtered_world_lift_prop		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/Filtration.lean	460	theorem	filteredWorldMem_iff		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/FiniteModel.lean	193	theorem	FiniteFilteredTaskFrame.taskRel_eq		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/FiniteModel.lean	197	theorem	FiniteFilteredTaskFrame_serial		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/FiniteModel.lean	203	theorem	FiniteFilteredTaskFrame_interpolates		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/FiniteModel.lean	209	theorem	FiniteFilteredTaskFrame_limit		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/FiniteModel.lean	215	theorem	FiniteFilteredTaskFrame_saturation		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/TruthPreservation.lean	203	theorem	mcs_box_box		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/TruthPreservation.lean	249	theorem	mcs_all_future_all_future		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/TruthPreservation.lean	271	theorem	mcs_all_past_all_past		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/FMP/TruthPreservation.lean	330	theorem	mcs_imp_intro		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/IntPresentation.lean	164	def	toFiniteFrame	@[reducible]	0	
SURVIVOR	FormalSystem/Metalogic/Decidability/ProofExtraction.lean	60	def	proofFromBot		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/ProofExtraction.lean	347	def	verifyProof		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/ProofExtraction.lean	353	def	proofHeight		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/ProofExtraction.lean	363	structure	ProofExtractionStats		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Saturation.lean	394	theorem	allocateFuelProportionally_le		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Saturation.lean	604	theorem	buildTableau_saturateBlocked_arm_unreachable		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Saturation.lean	1232	def	isSaturated		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Saturation.lean	1239	def	isAtomicBranch		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Saturation.lean	1254	def	expansionMeasure		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Saturation.lean	1268	structure	TableauStats		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Saturation.lean	1926	theorem	buildTableauAt_hasOpen_findClosure_none		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/SignedFormula.lean	281	def	hasContradiction		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/SignedFormula.lean	296	def	extendMany		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/SignedFormula.lean	430	def	untlNegFormulas		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/SignedFormula.lean	441	def	snceNegFormulas		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/SignedFormula.lean	452	def	untlPosFormulas		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/SignedFormula.lean	463	def	sncePosFormulas		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/SignedFormula.lean	599	def	hasPending		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/SignedFormula.lean	607	def	isFulfilled		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/SignedFormula.lean	682	def	initWithTime0		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/SignedFormula.lean	900	def	addBlocked		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/SignedFormula.lean	904	def	isBlocked		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/SignedFormula.lean	1022	def	signedSubformulaClosure		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/SignedFormula.lean	1050	def	branchUnexpandedComplexity		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Tableau.lean	2433	theorem	applyRule_fresh_branching_ne_nil		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Tableau.lean	2726	theorem	exists_not_mem_of_all_contains_false		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Tableau.lean	2958	def	countUnexpanded		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Tableau.lean	2965	def	totalUnexpandedComplexity		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Tableau.lean	3009	theorem	saturated_downward_closed		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/TraceCertificate.lean	275	def	setCert		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/BoxSaturation.lean	361	theorem	mem_directFutureOf_iff_mem_directPastOf		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/BranchOrder.lean	364	theorem	BranchOrder_lt_iff		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/BranchOrder.lean	380	theorem	le_of_strictBefore		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/BranchOrder.lean	388	theorem	strictBefore_of_lt		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/IntTruth.lean	162	theorem	normWorld_idem		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/Interpolate.lean	253	theorem	regionExtend_total		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/Interpolate.lean	652	theorem	interpInvariant_allFuture		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/Interpolate.lean	657	theorem	interpInvariant_allPast		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/RegionFrame.lean	218	theorem	regionFrame_fib_subsingleton		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/RegionFrame.lean	230	theorem	regionFrame_serial		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/RegionFrame.lean	240	theorem	regionFrame_interpolates		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/RegionFrame.lean	264	theorem	regionFrame_saturation		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/RegionFrame.lean	384	theorem	truthAt_box_congr_history		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/RegionLabel.lean	315	theorem	regionLabel_not_hasNeg		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/RegionLabel.lean	337	theorem	regionLabel_not_hasPos		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/RegionLabel.lean	362	theorem	regionLabel_diaNeg		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/RegionLabel.lean	477	theorem	truthAt_atom_gap_of_box		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/TruthLemma.lean	292	theorem	interpInvariantAt_allFuture		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Bridge/TruthLemma.lean	297	theorem	interpInvariantAt_allPast		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Decidable.lean	1156	theorem	addPast_nextTime_cycle_unsatisfiable		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/RuleSpec.lean	282	theorem	allTableauRules_length		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/RuleSpec.lean	349	theorem	mem_allRulesForFC_mono		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/Fuel.lean	480	theorem	chain_le_card_universe		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/Fuel.lean	630	theorem	timeFinset_card_le_of_not_blocked_empty		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/Fuel.lean	1505	theorem	expandBranchWithFuel_nil_isSome		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/Fuel.lean	1594	theorem	budget_le_of_betaBudget		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/Fuel.lean	1639	theorem	pick_splitOrdered		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/Fuel.lean	2538	theorem	splitPathBound_le_splitAwareFuel		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/Fuel.lean	2613	theorem	soundFuel'_le_worldFuel'		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/ClosureResidual.lean	406	theorem	timeMergeClosed_concrete		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/ClosureResidual.lean	411	theorem	timeMergeClosed_concrete_nonempty		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/FourComponent.lean	446	theorem	splitAwareFuel_le_mintAwareFuelAt		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/Measure.lean	522	theorem	difficultyCeiling_mono		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/MintPotential.lean	865	theorem	labelFinset_card_le_of_seed_run		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/MintPotential.lean	878	theorem	chain_le_worldFuel'_of_seed		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/MintPotential.lean	1132	theorem	mintBudget_preserved		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/MintPotential.lean	1138	theorem	mintBudget_preserved_mint		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/MintPotential.lean	1495	theorem	idents_le_knownTimes_add_mints		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/MintPotential.lean	1521	theorem	shrinkage_total_le		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/MintPotential.lean	1531	theorem	extensions_le		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/MonotoneIssuance.lean	110	theorem	oriented_reuse_not_driven_through_engine		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/MonotoneIssuance.lean	203	theorem	oriented_arm_symmetric_trigger		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/MonotoneIssuance.lean	424	theorem	identifyTime_no_collapse_oriented		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/MonotoneIssuance.lean	471	theorem	knownTimes_card_lt_identifyTime_oriented		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/OrderingTimes.lean	323	theorem	counterexample_dies		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/OrderingTimes.lean	501	theorem	applyRule_irreflOrd_from_known		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/OrderingTimes.lean	507	theorem	ne_nextTime_from_known		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/OrderingTimes.lean	992	theorem	witnessPresent_no_flip		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/OrientedGate.lean	57	theorem	selfGuard_column_at_live_time		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/OrientedGate.lean	185	theorem	mintPaysForTimeAt_of_mintPaysForTime		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/OrientedGate.lean	263	theorem	orientedGate_runInvariant		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/OrientedGate.lean	269	theorem	orientedGate_confined		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/OrientedGate.lean	285	theorem	orientedGate_is_oriented_arm_state		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/OrientedGate.lean	319	theorem	orientedGate_step_fires		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/OrientedGate.lean	344	theorem	orientedGate_disjuncts_measured		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/OrientedGate.lean	423	theorem	mintPaysForTimeStable_body_at_orientedGate		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/OrientedGate.lean	661	theorem	sigmaTimeStable_rhoSF_of_lt		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/OrientedGate.lean	914	theorem	sigmaFixesFrom_rhoSF		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/PostBlocking.lean	962	theorem	pbrWitness_saturateBlocked_self		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/PostBlocking.lean	1227	theorem	postBlockingSettlesSeedRun_of_postBlockingSettlesRun		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/SigmaFixed.lean	120	theorem	fh_universe_card		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/SigmaFixed.lean	245	theorem	sigmaFixesFormulasFrom_rhoSF		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/SigmaFixed.lean	431	theorem	mintPaysForTimeFixed_no_leak		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/SigmaFixed.lean	953	theorem	mintPaysForTimeFixed_empty		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/TimeCensus.lean	69	theorem	freshTimeRules_card		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/TimeCensus.lean	448	theorem	applyRule_emitted_timeFinset_mem		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/TimeCensus.lean	478	theorem	ordTimesWitnessOrd_not_ordTimesKnown		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/UntlSnceFree.lean	72	theorem	untlSnceFree_box		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/UntlSnceFree.lean	77	theorem	untlSnceFree_imp		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/MintBound/UntlSnceFree.lean	651	theorem	mintPaysForTime_modalWitness		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/TimeTypeBound.lean	321	theorem	tableauClosed_closureIter		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/TimeTypeBound.lean	621	theorem	emissions_bot		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/TimeTypeBound.lean	1095	theorem	subformulasFinset_or		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/TimeTypeBound.lean	1100	theorem	subformulasFinset_kPlus		0	
SURVIVOR	FormalSystem/Metalogic/Decidability/Verified/Termination/TimeTypeBound.lean	1106	theorem	subformulasFinset_kMinus		0	
SURVIVOR	FormalSystem/Metalogic/Deterministic/Collapse.lean	188	theorem	detIffSymm		0	
SURVIVOR	FormalSystem/Metalogic/Deterministic/Erasure.lean	178	theorem	plusValidDetIn_iff_validDetIn_erasePlus		0	
SURVIVOR	FormalSystem/Metalogic/Deterministic/Validity.lean	139	theorem	determinedSat_not_detSat_base		0	
SURVIVOR	FormalSystem/Metalogic/Independence/ClockFrame.lean	81	theorem	cmk_sub		0	
SURVIVOR	FormalSystem/Metalogic/Independence/ClockFrame.lean	99	theorem	cmk_surjective		0	
SURVIVOR	FormalSystem/Metalogic/Independence/CoNotPriorU.lean	206	def	priorUGapFormulaIsAxiom		0	
SURVIVOR	FormalSystem/Metalogic/Independence/CoarsenedModels.lean	134	theorem	sameUnder_timeShift		0	
SURVIVOR	FormalSystem/Metalogic/Independence/ForwardDeterministicFrame.lean	250	theorem	forwardDeterministic_not_deterministic		0	
SURVIVOR	FormalSystem/Metalogic/Independence/ForwardDeterministicFrame.lean	339	theorem	fn_forwardDeterministic_not_singletonClasses		0	
SURVIVOR	FormalSystem/Metalogic/Independence/ForwardDeterministicFrame.lean	436	theorem	not_forall_fn_sentDet		0	
SURVIVOR	FormalSystem/Metalogic/Independence/LoopingDuration.lean	223	theorem	clock_allPast_imp_allFuture		0	
SURVIVOR	FormalSystem/Metalogic/Independence/LoopingDuration.lean	229	theorem	clock_allFuture_imp_allPast		0	
SURVIVOR	FormalSystem/Metalogic/Independence/NaiveSystem.lean	137	theorem	naiveStabNec		0	
SURVIVOR	FormalSystem/Metalogic/Independence/OrderTransfer.lean	111	theorem	states_injective		0	
SURVIVOR	FormalSystem/Metalogic/Independence/PastingIndependence.lean	104	theorem	pHist_state		0	
SURVIVOR	FormalSystem/Metalogic/Independence/RealTranslationFrame.lean	161	theorem	f1_states_sub		0	
SURVIVOR	FormalSystem/Metalogic/Independence/RealTranslationFrame.lean	183	theorem	f1_stab_biconditional		0	
SURVIVOR	FormalSystem/Metalogic/Independence/StabUndefinable.lean	161	theorem	someFuture_tauOne		0	
SURVIVOR	FormalSystem/Metalogic/Soundness.lean	375	theorem	temp_a_dual_valid		0	
SURVIVOR	FormalSystem/Metalogic/Soundness.lean	491	theorem	discreteness_forward_valid		1	
SURVIVOR	FormalSystem/Metalogic/Soundness.lean	506	theorem	seriality_future_valid		0	
SURVIVOR	FormalSystem/Metalogic/Soundness.lean	518	theorem	seriality_past_valid		0	
SURVIVOR	FormalSystem/Metalogic/Soundness.lean	843	theorem	necessitation_preserves_valid		0	
SURVIVOR	FormalSystem/Metalogic/Soundness.lean	855	theorem	temporal_necessitation_preserves_valid		0	
SURVIVOR	FormalSystem/Metalogic/Soundness.lean	1452	theorem	soundness_dense_valid		0	
SURVIVOR	FormalSystem/Metalogic/Soundness.lean	1544	theorem	soundness_rtime_valid		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/ChronicleExtraction.lean	50	def	DiscreteHypothesis		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/ChronicleExtraction.lean	60	theorem	prior_UZ_in_limit_domain		1	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/ChronicleExtraction.lean	70	theorem	prior_SZ_in_limit_domain		1	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/ChronicleExtraction.lean	188	theorem	chronicle_no_endpoints_forward		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/ChronicleExtraction.lean	196	theorem	chronicle_no_endpoints_backward		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/ChronicleExtraction.lean	204	def	chronicleDiscreteSucc		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/ChronicleExtraction.lean	211	def	chronicleDiscretePred		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/BadIntervals.lean	259	theorem	IsBadPoint.of_left		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/BadIntervals.lean	358	theorem	notLeftEnd_of_le		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/BadIntervals.lean	830	theorem	not_afterNotHoldsInClass_of_le		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/ChronicleInstance.lean	194	theorem	no_gaps_dense_prior_unrestricted		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/ChronicleInstance.lean	204	theorem	no_gaps_dense_prior_left_unrestricted		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/ChronicleInstance.lean	214	theorem	reynolds_theorem5_unrestricted		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/ChronicleInstance.lean	225	theorem	dense_singletons_of_sep_unrestricted		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/ChronicleInstance.lean	236	theorem	chronicleMonadic_no_gaps_unrestricted		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/ChronicleInstance.lean	246	theorem	chronicleMonadic_no_gaps_left_unrestricted		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/ChronicleInstance.lean	257	theorem	chronicleMonadic_dense_singletons_unrestricted		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/Defs.lean	623	theorem	reynolds_lemma2_dual		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/Defs.lean	688	theorem	not_gapRightFormula_epsTop		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/Lemma34.lean	397	theorem	c4_three		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/Lemma34.lean	934	theorem	reynolds_lemma4		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/Lemma34.lean	1119	theorem	not_isFirstClassPoint_epsTop		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/Lemma5.lean	821	theorem	reynolds_lemma5		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/NoGaps.lean	916	theorem	btw_of_minmax		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/TruthTransfer.lean	323	theorem	exists_mem_gt		0	
SURVIVOR	FormalSystem/Metalogic/WeakCanonical/DenseModelSurgery/TruthTransfer.lean	441	theorem	untl_backward_of_between		0	
