name	category	kind	module
FormalSystem.Metalogic.WeakCanonical.sf_disj	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CharacteristicFormula
FormalSystem.Metalogic.WeakCanonical.sf_disjList	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CharacteristicFormula
FormalSystem.Metalogic.WeakCanonical.sf_conjList	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CharacteristicFormula
FormalSystem.Metalogic.WeakCanonical.nf_profile	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CharacteristicFormula
FormalSystem.Metalogic.WeakCanonical.x_t_formula	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CharacteristicFormula
FormalSystem.Metalogic.WeakCanonical.x_interval_formula	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CharacteristicFormula
FormalSystem.Metalogic.WeakCanonical.sf_untl	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CharacteristicFormula
FormalSystem.Metalogic.WeakCanonical.sf_snce	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CharacteristicFormula
FormalSystem.Metalogic.WeakCanonical.game_tuple	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame
FormalSystem.Metalogic.WeakCanonical.same_order_type	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame
FormalSystem.Metalogic.WeakCanonical.formula_agreement	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame
FormalSystem.Metalogic.WeakCanonical.gap_point_agreement	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame
FormalSystem.Metalogic.WeakCanonical.ghr93_winning_condition	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame
FormalSystem.Metalogic.WeakCanonical.ghr93_duplicator_wins	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame
FormalSystem.Metalogic.WeakCanonical.sf_verum	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame
FormalSystem.Metalogic.WeakCanonical.sf_K_plus	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame
FormalSystem.Metalogic.WeakCanonical.sf_K_minus	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame
FormalSystem.Metalogic.WeakCanonical.gap_char_formula	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame
FormalSystem.Metalogic.WeakCanonical.in_rank_embed_range	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.CustomGame
FormalSystem.Metalogic.WeakCanonical.decomposition_agreement	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.Decomposition
FormalSystem.Metalogic.WeakCanonical.EFPosition.selected_M	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs
FormalSystem.Metalogic.WeakCanonical.EFPosition.selected_N	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs
FormalSystem.Metalogic.WeakCanonical.ef_duplicator_wins	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs
FormalSystem.Metalogic.WeakCanonical.game_depth	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs
FormalSystem.Metalogic.WeakCanonical.stavi_depth	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs
FormalSystem.Metalogic.WeakCanonical.stavi_n_equiv	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs
FormalSystem.Metalogic.WeakCanonical.gap_definable_on_left	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs
FormalSystem.Metalogic.WeakCanonical.gap_definable_on_right	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs
FormalSystem.Metalogic.WeakCanonical.r_definable_gap	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.Defs
FormalSystem.Metalogic.WeakCanonical.left_formula_base	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.GapDetection
FormalSystem.Metalogic.WeakCanonical.left_formula	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.GapDetection
FormalSystem.Metalogic.WeakCanonical.right_formula_base	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.GapDetection
FormalSystem.Metalogic.WeakCanonical.right_formula	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.GapDetection
FormalSystem.Metalogic.WeakCanonical.table_mu	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.StaviCompleteness
FormalSystem.Metalogic.WeakCanonical.stavi_table_mu	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.StaviCompleteness
FormalSystem.Metalogic.WeakCanonical.stavi_fo_depth	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.StaviCompleteness
FormalSystem.Metalogic.WeakCanonical.atomKind_to_sf_literal	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.StaviCompleteness
FormalSystem.Metalogic.WeakCanonical.nf_t_consistent	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.StaviCompleteness
FormalSystem.Metalogic.WeakCanonical.interval_nf_types	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.StaviCompleteness
FormalSystem.Metalogic.WeakCanonical.interval_2var_nf_types	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.StaviCompleteness
FormalSystem.Metalogic.WeakCanonical.rank_embed_gap	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas
FormalSystem.Metalogic.WeakCanonical.rank_embed	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas
FormalSystem.Metalogic.WeakCanonical.muSig_fintypePreds	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas
FormalSystem.Metalogic.WeakCanonical.muSig_decEqPreds	data	def	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas
FormalSystem.Metalogic.WeakCanonical.mu_holds	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas
FormalSystem.Metalogic.WeakCanonical.temporal_truth_mu	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas
FormalSystem.Metalogic.WeakCanonical.stavi_temporal_truth_mu	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas
FormalSystem.Metalogic.WeakCanonical.rank_type	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas
FormalSystem.Metalogic.WeakCanonical.interval_types	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.EFGames.TypeFormulas
FormalSystem.Metalogic.WeakCanonical.base_case_emb	data	def	FormalSystem.Metalogic.WeakCanonical.Expressiveness.Claim1
FormalSystem.Metalogic.WeakCanonical.cont_holds	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.Expressiveness.Claim1
FormalSystem.Metalogic.WeakCanonical.cont_holds_cross	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.Expressiveness.Claim1
FormalSystem.Metalogic.WeakCanonical.continuation_set_cross	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.Expressiveness.Claim1
FormalSystem.Metalogic.WeakCanonical.continuation_set	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.Expressiveness.Claim1
FormalSystem.Metalogic.WeakCanonical.inf_carrier_cut	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.Expressiveness.Claim1
FormalSystem.Metalogic.WeakCanonical.infimum_gap	data	def	FormalSystem.Metalogic.WeakCanonical.Expressiveness.Claim1
FormalSystem.Metalogic.WeakCanonical.ZIntervalStructure.intervalCarrier_linearOrder	data	def	FormalSystem.Metalogic.WeakCanonical.IntegerModel.GoodStructures
FormalSystem.Metalogic.WeakCanonical.very_good	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.IntegerModel.GoodStructures
FormalSystem.Metalogic.WeakCanonical.contemp_equiv	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.IntegerModel.GoodStructures
FormalSystem.Metalogic.WeakCanonical.predicate_accessible	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.IntegerModel.GoodStructuresModelSurgery
FormalSystem.Metalogic.WeakCanonical.all_predicates_accessible	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.IntegerModel.GoodStructuresModelSurgery
FormalSystem.Metalogic.WeakCanonical.limitdom_monadic_structure	data	def	FormalSystem.Metalogic.WeakCanonical.IntegerModel.ReynoldsBridge
FormalSystem.Metalogic.WeakCanonical.limitdom_monadic_structure_succOrder	data	def	FormalSystem.Metalogic.WeakCanonical.IntegerModel.ReynoldsBridge
FormalSystem.Metalogic.WeakCanonical.limitdom_monadic_structure_predOrder	data	def	FormalSystem.Metalogic.WeakCanonical.IntegerModel.ReynoldsBridge
FormalSystem.Metalogic.WeakCanonical.limitdom_effectiveFormula	data	def	FormalSystem.Metalogic.WeakCanonical.IntegerModel.ReynoldsBridge
FormalSystem.Metalogic.WeakCanonical.zTaskFrame_v2	data	def	FormalSystem.Metalogic.WeakCanonical.IntegerModel.ReynoldsBridge
FormalSystem.Metalogic.WeakCanonical.zHistory_v2	data	def	FormalSystem.Metalogic.WeakCanonical.IntegerModel.ReynoldsBridge
FormalSystem.Metalogic.WeakCanonical.zOmega_v2	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.IntegerModel.ReynoldsBridge
FormalSystem.Metalogic.WeakCanonical.zTaskModel_v2	data	def	FormalSystem.Metalogic.WeakCanonical.IntegerModel.ReynoldsBridge
FormalSystem.Metalogic.WeakCanonical.Kamp.inf_bracket_formula	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.EANegationClosure
FormalSystem.Metalogic.WeakCanonical.Kamp.neg_b2_bracket_formula	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.EANegationClosure
FormalSystem.Metalogic.WeakCanonical.Kamp.NegFixGateProbe.caseA_Z	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.EANegationFix.NegFixOne
FormalSystem.Metalogic.WeakCanonical.Kamp.NegFixGateProbe.caseB1_Z	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.EANegationFix.NegFixOne
FormalSystem.Metalogic.WeakCanonical.Kamp.NegFixGateProbe.caseB2_Z	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.EANegationFix.NegFixOne
FormalSystem.Metalogic.WeakCanonical.Kamp.NegFixGateProbe.caseB3_Z	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.EANegationFix.NegFixOne
FormalSystem.Metalogic.WeakCanonical.Kamp.NegFixGateProbe.caseB4_Z	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.EANegationFix.NegFixOne
FormalSystem.Metalogic.WeakCanonical.sigE_decEqPreds	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ESigmaExpansion
FormalSystem.Metalogic.WeakCanonical.Kamp.TemporalPred.eval_at	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExistsForallNF
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futAnyBit	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futSpikeBase	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futSpikeZoneBit	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futSpikeSigma	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futSpikeEnd	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futSpikePos	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_extNegFutSpike	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futGapBit	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futRayBit	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futSelfBit	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futGapList	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futRayList	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futPossibleZones	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futAdmissible	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futGapD	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futRayD	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futRayForm	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futEnd	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futChain	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futPos	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_extNegFut	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegation
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastGapBit	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastRayBit	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastSelfBit	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastGapList	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastRayList	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastPossibleZones	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastAdmissible	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastGapD	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastRayD	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastRayForm	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastEnd	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastChain	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastPos	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_extNegPast	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.ExteriorNegationPast
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_succ_char_formula	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.KampPrior
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_2var_exist_depth0_tl_fn	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.KampPrior
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_nvar_exist_all_depths_fn	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.KampPrior
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_characterizable_temporal_prior	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.KampPrior
FormalSystem.Metalogic.WeakCanonical.Kamp.kamp_prior_expressive_completeness	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.KampPrior
FormalSystem.Metalogic.WeakCanonical.Kamp.kampPrior_existProviders_of_ih	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.KampPrior
FormalSystem.Metalogic.WeakCanonical.Kamp.kampPrior_existProviders_one_of_ih	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.KampPrior
FormalSystem.Metalogic.WeakCanonical.Kamp.kampPrior_existProviders_zero	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.KampPrior
FormalSystem.Metalogic.WeakCanonical.Kamp.O_zero	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.Lemma53
FormalSystem.Metalogic.WeakCanonical.Kamp.O_one	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.Lemma53
FormalSystem.Metalogic.WeakCanonical.Kamp.mergeNF_succ	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfDepth0Generalized
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_nvar_exist_depth0_tl_fn	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfDepth0Generalized
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_quant_clause_tl	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfDepth0Generalized
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_eval_efold	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfEFold
FormalSystem.Metalogic.WeakCanonical.Kamp.nf0_zoneSpec	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfEFold
FormalSystem.Metalogic.WeakCanonical.Kamp.nf0_projFresh	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfEFold
FormalSystem.Metalogic.WeakCanonical.Kamp.nf0_dropFresh	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfEFold
FormalSystem.Metalogic.WeakCanonical.Kamp.nf0_assemble	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfEFold
FormalSystem.Metalogic.WeakCanonical.Kamp.efold_of_nf1	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfEFold
FormalSystem.Metalogic.WeakCanonical.Kamp.nfk_dropFresh	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfEFold
FormalSystem.Metalogic.WeakCanonical.Kamp.nfk_zoneSpec	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfEFold
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_eval_efold_k	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfEFold
FormalSystem.Metalogic.WeakCanonical.Kamp.kampArm_past_k0	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.AggregateHookDischarge
FormalSystem.Metalogic.WeakCanonical.Kamp.kampArm_diag_k0	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.AggregateHookDischarge
FormalSystem.Metalogic.WeakCanonical.Kamp.kampArm_future_k0	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.AggregateHookDischarge
FormalSystem.Metalogic.WeakCanonical.Kamp.kampArm_diag_k1	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.AggregateHookDischarge
FormalSystem.Metalogic.WeakCanonical.Kamp.kampArm_past_k1	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.AggregateOffDiagK1
FormalSystem.Metalogic.WeakCanonical.Kamp.kampArm_future_k1	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.AggregateOffDiagK1
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_char2_diag_exist_tl	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_char2_atom_part	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base
FormalSystem.Metalogic.WeakCanonical.Kamp.nf2_locus	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_char2_atom_offdiag_endpoint	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_char2_atom_offdiag_origin	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_char2_formula	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_zone_flatten_navigable	prop_valued_definition	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base
FormalSystem.Metalogic.WeakCanonical.Kamp.A_diag	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_char3_endpoint_tl	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base
FormalSystem.Metalogic.WeakCanonical.Kamp.nf3_locus0	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_char2_past_formula	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_char2_atom_offdiag_origin_future	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_char2_future_formula	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base
FormalSystem.Metalogic.WeakCanonical.Kamp.nfN_locus0	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base
FormalSystem.Metalogic.WeakCanonical.Kamp.nf_endpoint_tl_gen	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.Base
FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndChar_k0	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierK1V
FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndChar_k1	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierK1V
FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndChar_k1v	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierK1V
FormalSystem.Metalogic.WeakCanonical.Kamp.atomKind_castLE	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierKv
FormalSystem.Metalogic.WeakCanonical.Kamp.nfk_take	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierKv
FormalSystem.Metalogic.WeakCanonical.Kamp.nfk_projFresh	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierKv
FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndChar_kv	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierKv
FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndChar_kvFib	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.CarrierKv
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_ambientDeepAnchor	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorAmbientDeepAnchorK
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futBelowZones	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracket
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastAboveZones	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracket
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_futMarked	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracket
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_pastMarked	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracket
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_extBracketFut	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracket
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_extBracketPast	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracket
FormalSystem.Metalogic.WeakCanonical.Kamp.bracketEndChar_kvE2Ext	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracket
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_extBracketFut	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracketAssembleK
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_extBracketPast	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracketAssembleK
FormalSystem.Metalogic.WeakCanonical.Kamp.nfk_truncD	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracketK
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_sepPos	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracketK
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_projFreshD	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracketK
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_futAnyBit	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracketK
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_subBit	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracketK
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_fiberElemConsistent	data	def	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorFiberConsistencyK
