old_name	target_final	full_target	category	module	usages	source
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotV	kvE2SepSlotV	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotV	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Soundness	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotValue	kvE2SepSlotValue	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotValue	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Completeness	92	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotsL	kvE2SepSlotsL	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotsL	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	0	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotsLFor	kvE2SepSlotsLFor	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotsLFor	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	54	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotsLOf	kvE2SepSlotsLOf	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotsLOf	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	45	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotsR	kvE2SepSlotsR	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotsR	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	0	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotsRFor	kvE2SepSlotsRFor	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotsRFor	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	54	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSlotsROf	kvE2SepSlotsROf	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSlotsROf	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	45	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSpikeArr	kvE2SepSpikeArr	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSpikeArr	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.DisjunctionSpikes	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSpikeDisjValid	kvE2SepSpikeDisjValid	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSpikeDisjValid	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.DisjunctionSpikes	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepSpikeOrderTypes	kvE2SepSpikeOrderTypes	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepSpikeOrderTypes	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	7	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepTieGroupedL	kvE2SepTieGroupedL	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepTieGroupedL	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	119	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepTieGroupedR	kvE2SepTieGroupedR	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepTieGroupedR	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	82	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepTieRead	kvE2SepTieRead	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepTieRead	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	7	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sepTieRuns	kvE2SepTieRuns	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepTieRuns	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.OrderGate	30	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zAtT3	kvE2SepZAtT3	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZAtT3	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	28	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zAtT4	kvE2SepZAtT4	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZAtT4	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	19	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zAtW3	kvE2SepZAtW3	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZAtW3	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	28	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zAtWL	kvE2SepZAtWL	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZAtWL	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	13	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zAtWR	kvE2SepZAtWR	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZAtWR	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	13	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zAtX1L	kvE2SepZAtX1L	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZAtX1L	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	20	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zAtX1R	kvE2SepZAtX1R	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZAtX1R	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	17	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zAtX3	kvE2SepZAtX3	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZAtX3	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	28	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zAtX4	kvE2SepZAtX4	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZAtX4	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	19	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zFutT3	kvE2SepZFutT3	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZFutT3	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	85	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zFutT4	kvE2SepZFutT4	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZFutT4	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	19	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zPastX3	kvE2SepZPastX3	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZPastX3	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	71	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zPastX4	kvE2SepZPastX4	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZPastX4	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	19	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zWT3	kvE2SepZWT3	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZWT3	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	123	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zWX1	kvE2SepZWX1	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZWX1	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	35	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2_sep_zXW3	kvE2SepZXW3	FormalSystem.Metalogic.WeakCanonical.Kamp.kvE2SepZXW3	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.SharedWitness.Slots	132	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_ambientDeepAnchor	kvEAmbientDeepAnchor	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEAmbientDeepAnchor	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorAmbientDeepAnchorK	38	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_ambientGuardForm	kvEAmbientGuardForm	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEAmbientGuardForm	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorGateAssembleK	6	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_deepOnFiber	kvEDeepOnFiber	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEDeepOnFiber	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorFiberDeepAnchorK	37	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_extBracketFut	kvEExtBracketFut	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEExtBracketFut	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracketAssembleK	10	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_extBracketPast	kvEExtBracketPast	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEExtBracketPast	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracketAssembleK	10	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_extNegFut	kvEExtNegFut	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEExtNegFut	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorNegationK	12	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_extNegPast	kvEExtNegPast	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEExtNegPast	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorNegationPastK	13	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_fiber	kvEFiber	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFiber	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorFiberK	10	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_fiberBucket	kvEFiberBucket	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFiberBucket	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorFiberK	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_fiberConsistent	kvEFiberConsistent	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFiberConsistent	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorFiberConsistencyK	16	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_fiberElemConsistent	kvEFiberElemConsistent	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFiberElemConsistent	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorFiberConsistencyK	8	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_fiberPos	kvEFiberPos	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFiberPos	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorFiberK	2	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_fiberPosOn	kvEFiberPosOn	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFiberPosOn	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorFiberK	4	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_fiberPosOnShift	kvEFiberPosOnShift	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFiberPosOnShift	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorFiberK	16	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_fiberZoneList	kvEFiberZoneList	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFiberZoneList	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorFiberK	90	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_futAdmissible	kvEFutAdmissible	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFutAdmissible	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorNegationK	64	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_futAnyBit	kvEFutAnyBit	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFutAnyBit	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorBracketK	3	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_futChain	kvEFutChain	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFutChain	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorNegationK	9	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_futChainG	kvEFutChainG	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFutChainG	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorNegationK	10	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_futEnd	kvEFutEnd	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFutEnd	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorNegationK	31	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_futGapD	kvEFutGapD	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFutGapD	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorNegationK	30	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_futGapZone	kvEFutGapZone	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFutGapZone	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorNegationK	43	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_futItemShift	kvEFutItemShift	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFutItemShift	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorNegationK	19	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_futPos	kvEFutPos	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFutPos	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorNegationK	31	flagged
FormalSystem.Metalogic.WeakCanonical.Kamp.kvE_futPossibleZones	kvEFutPossibleZones	FormalSystem.Metalogic.WeakCanonical.Kamp.kvEFutPossibleZones	data	FormalSystem.Metalogic.WeakCanonical.Kamp.NfMultiAnchorBridge.ExteriorNegationK	3	flagged
